element_type,osmid,name,tourism,geometry,start_date,nodes,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,air_conditioning,brand,brand:wikidata,building,designation,phone,shop,toilets,website,wheelchair,amenity,operator,self_service,cuisine,official_name,healthcare,addr:country,email,layer,source,brand:wikipedia,alt_name,drive_through,opening_hours,ref,takeaway,atm,internet_access,building:levels,wikidata,addr:unit,ele,gnis:feature_id,denomination,religion,historic,tomb,townhall:type,access,toilets:disposal,unisex,description,operator:type,office,craft,leisure,note,telecom,check_date,social_centre:for,architect,level,healthcare:counselling,operator:wikidata,operator:website,operator:wikipedia,building:part,shelter_type,bench,generator:method,generator:output:electricity,generator:source,generator:type,power,ways,type
way,962996602,,,"POLYGON ((-121.435364 37.741823, -121.435303 37.741919, -121.435402 37.741958, -121.435463 37.741862, -121.435364 37.741823))",,"[8907931633, 8907931634, 8907931635, 8907931636, 8907931633]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996603,,,"POLYGON ((-121.435788 37.7415666, -121.4356939 37.7414646, -121.4357862 37.7414114, -121.4358803 37.7415134, -121.435788 37.7415666))",,"[8907931637, 8907931638, 8907931639, 8907931640, 8907931637]",,,,,,,,,detached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996604,,,"POLYGON ((-121.434409 37.741594, -121.434409 37.741724, -121.434629 37.741724, -121.434629 37.741594, -121.434409 37.741594))",,"[8907931641, 8907931642, 8907931643, 8907931644, 8907931641]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996605,,,"POLYGON ((-121.434444 37.741465, -121.434444 37.741556, -121.434626 37.741556, -121.434626 37.741465, -121.434444 37.741465))",,"[8907931645, 8907931646, 8907931647, 8907931648, 8907931645]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996606,,,"POLYGON ((-121.434436 37.741855, -121.434629 37.741855, -121.434629 37.741753, -121.434436 37.741753, -121.434436 37.741855))",,"[8907931649, 8907931650, 8907931651, 8907931652, 8907931649]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996607,,,"POLYGON ((-121.434411 37.741889, -121.434411 37.741978, -121.43458 37.741978, -121.43458 37.741889, -121.434411 37.741889))",,"[8907931653, 8907931654, 8907931655, 8907931656, 8907931653]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996608,,,"POLYGON ((-121.434414 37.742101, -121.434454 37.742101, -121.434454 37.742129, -121.434623 37.742129, -121.434623 37.742082, -121.43457 37.742082, -121.43457 37.742019, -121.434414 37.742019, -121.434414 37.742101))",,"[8907931657, 8907931658, 8907931659, 8907931660, 8907931661, 8907931662, 8907931663, 8907931664, 8907931657]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996609,,,"POLYGON ((-121.434079 37.74211, -121.43417 37.74211, -121.43417 37.742048, -121.434079 37.742048, -121.434079 37.74211))",,"[8907931665, 8907931666, 8907931667, 8907931668, 8907931665]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996610,,,"POLYGON ((-121.434114 37.741932, -121.434033 37.741932, -121.434033 37.741987, -121.434114 37.741987, -121.434114 37.741932))",,"[8907931669, 8907931670, 8907931671, 8907931672, 8907931669]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996611,,,"POLYGON ((-121.434017 37.741783, -121.434017 37.7419, -121.434149 37.7419, -121.434149 37.741783, -121.434017 37.741783))",,"[8907931673, 8907931674, 8907931675, 8907931676, 8907931673]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996612,,,"POLYGON ((-121.43398 37.741768, -121.433878 37.741768, -121.433878 37.741917, -121.43398 37.741917, -121.43398 37.741768))",,"[8907931677, 8907931678, 8907931679, 8907931680, 8907931677]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996613,,,"POLYGON ((-121.433706 37.741773, -121.433706 37.741902, -121.433832 37.741902, -121.433832 37.741773, -121.433706 37.741773))",,"[8907931681, 8907931682, 8907931683, 8907931684, 8907931681]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996614,,,"POLYGON ((-121.433529 37.741866, -121.433663 37.741866, -121.433663 37.741766, -121.433529 37.741766, -121.433529 37.741866))",,"[8907931685, 8907931686, 8907931687, 8907931688, 8907931685]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996615,,,"POLYGON ((-121.433221 37.741849, -121.433379 37.741849, -121.433379 37.741758, -121.433221 37.741758, -121.433221 37.741849))",,"[8907931689, 8907931690, 8907931691, 8907931692, 8907931689]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996616,,,"POLYGON ((-121.433355 37.741864, -121.433212 37.741864, -121.433212 37.741951, -121.433355 37.741951, -121.433355 37.741864))",,"[8907931693, 8907931694, 8907931695, 8907931696, 8907931693]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996617,,,"POLYGON ((-121.43321 37.742004, -121.43321 37.742086, -121.433381 37.742086, -121.433381 37.742004, -121.43321 37.742004))",,"[8907931697, 8907931698, 8907931699, 8907931700, 8907931697]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996618,,,"POLYGON ((-121.43281 37.741991, -121.43281 37.742127, -121.432912 37.742127, -121.432912 37.741991, -121.43281 37.741991))",,"[8907931701, 8907931702, 8907931703, 8907931704, 8907931701]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996619,,,"POLYGON ((-121.432832 37.74191, -121.432934 37.74191, -121.432934 37.741777, -121.432832 37.741777, -121.432832 37.74191))",,"[8907931705, 8907931706, 8907931707, 8907931708, 8907931705]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996620,,,"POLYGON ((-121.435228 37.742208, -121.435228 37.742427, -121.435381 37.742426, -121.435381 37.742318, -121.435349 37.742318, -121.435349 37.742208, -121.435228 37.742208))",,"[8907931710, 8907931711, 8907931712, 8907931713, 8907931714, 8907931715, 8907931710]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996621,,,"POLYGON ((-121.435369 37.742451, -121.435229 37.742451, -121.435229 37.742564, -121.435369 37.742564, -121.435369 37.742451))",,"[8907931716, 8907931717, 8907931718, 8907931719, 8907931716]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996622,,,"POLYGON ((-121.43535 37.742602, -121.435235 37.742602, -121.435235 37.742731, -121.43535 37.742731, -121.43535 37.742602))",,"[8907931720, 8907931721, 8907931722, 8907931723, 8907931720]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996623,,,"POLYGON ((-121.435315 37.742757, -121.435315 37.742822, -121.435227 37.742822, -121.435227 37.742897, -121.435436 37.742897, -121.435436 37.742757, -121.435315 37.742757))",,"[8907931724, 8907931725, 8907931726, 8907931727, 8907931728, 8907931729, 8907931724]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996624,,,"POLYGON ((-121.435251 37.743026, -121.435251 37.743162, -121.435492 37.743162, -121.435492 37.74306, -121.435364 37.74306, -121.435364 37.743026, -121.435251 37.743026))",,"[8907931730, 8907931731, 8907931732, 8907931733, 8907931734, 8907931735, 8907931730]",,,,,,,,,yes,,,,,,,dentist,,,,,dentist,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996625,,,"POLYGON ((-121.435912 37.743161, -121.435909 37.743001, -121.435823 37.743002, -121.435824 37.743069, -121.435771 37.743069, -121.43577 37.742993, -121.435582 37.742995, -121.435583 37.743087, -121.43566 37.743086, -121.435661 37.743164, -121.435912 37.743161))",,"[8907931736, 8907931737, 8907931738, 8907931739, 8907931740, 8907931741, 8907931742, 8907931743, 8907931744, 8907931745, 8907931736]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996626,,,"POLYGON ((-121.435235 37.743656, -121.435476 37.743656, -121.435476 37.743414, -121.435235 37.743414, -121.435235 37.743656))",,"[8907931747, 8907931748, 8907931749, 8907931750, 8907931747]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996627,,,"POLYGON ((-121.435527 37.743834, -121.435216 37.743834, -121.435216 37.743942, -121.435527 37.743942, -121.435527 37.743834))",,"[8907931751, 8907931752, 8907931753, 8907931754, 8907931751]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997465,,,"POLYGON ((-121.435262 37.746046, -121.435262 37.746197, -121.435393 37.746197, -121.435393 37.746135, -121.435444 37.746135, -121.435444 37.746046, -121.435262 37.746046))",,"[8907934424, 8907934425, 8907934426, 8907934427, 8907934428, 8907934429, 8907934424]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997466,,,"POLYGON ((-121.4354391 37.7459641, -121.4354391 37.7458541, -121.4352571 37.7458541, -121.4352571 37.7460091, -121.4353431 37.7460091, -121.4353431 37.7459641, -121.4354391 37.7459641))",,"[8907934430, 8907934431, 8907934432, 8907934433, 8907934434, 8907934435, 8907934430]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997467,,,"POLYGON ((-121.435273 37.745792, -121.43538 37.745797, -121.435383 37.745753, -121.435452 37.745756, -121.435455 37.745714, -121.435493 37.745715, -121.435497 37.745649, -121.435283 37.74564, -121.435273 37.745792))",,"[8907934436, 8907934437, 8907934438, 8907934439, 8907934440, 8907934441, 8907934442, 8907934443, 8907934436]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997468,,,"POLYGON ((-121.435467 37.745602, -121.435449 37.745455, -121.435265 37.745469, -121.435283 37.745616, -121.435467 37.745602))",,"[8907934444, 8907934445, 8907934446, 8907934447, 8907934444]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997469,,,"POLYGON ((-121.43542 37.745425, -121.43542 37.745274, -121.435235 37.745274, -121.435235 37.745425, -121.43542 37.745425))",,"[8907934448, 8907934449, 8907934450, 8907934451, 8907934448]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997470,,,"POLYGON ((-121.435254 37.74515, -121.435255 37.74523, -121.435491 37.745228, -121.43549 37.745118, -121.435538 37.745118, -121.435537 37.745052, -121.435362 37.745053, -121.435363 37.745149, -121.435254 37.74515))",,"[8907934452, 8907934453, 8907934454, 8907934455, 8907934456, 8907934457, 8907934458, 8907934459, 8907934452]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997471,,,"POLYGON ((-121.435926 37.745203, -121.435908 37.745127, -121.435799 37.745143, -121.435778 37.74505, -121.43568 37.745064, -121.435718 37.745233, -121.435926 37.745203))",,"[8907934460, 8907934461, 8907934462, 8907934463, 8907934464, 8907934465, 8907934460]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997472,,,"POLYGON ((-121.435927 37.745427, -121.435927 37.745272, -121.435742 37.745272, -121.435742 37.745427, -121.435927 37.745427))",,"[8907934466, 8907934467, 8907934468, 8907934469, 8907934466]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997473,,,"POLYGON ((-121.435802 37.745528, -121.435734 37.745535, -121.435749 37.745622, -121.435933 37.745603, -121.435906 37.745446, -121.435791 37.745459, -121.435802 37.745528))",,"[8907934470, 8907934471, 8907934472, 8907934473, 8907934474, 8907934475, 8907934470]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997474,,,"POLYGON ((-121.435919 37.745805, -121.435919 37.74565, -121.435734 37.74565, -121.435734 37.745805, -121.435919 37.745805))",,"[8907934476, 8907934477, 8907934478, 8907934479, 8907934476]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997475,,,"POLYGON ((-121.435744 37.746002, -121.43593 37.746002, -121.43593 37.745845, -121.435744 37.745845, -121.435744 37.746002))",,"[8907934480, 8907934481, 8907934482, 8907934483, 8907934480]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997476,,,"POLYGON ((-121.435729 37.746027, -121.435706 37.746173, -121.435886 37.74619, -121.435909 37.746044, -121.435729 37.746027))",,"[8907934484, 8907934485, 8907934486, 8907934487, 8907934484]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997477,,,"POLYGON ((-121.43488 37.745827, -121.434768 37.745827, -121.434769 37.746173, -121.434882 37.746173, -121.43488 37.745827))",,"[8907934488, 8907934489, 8907934490, 8907934491, 8907934488]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997478,,,"POLYGON ((-121.4365751 37.746891, -121.4364345 37.746891, -121.4364345 37.7469243, -121.4363062 37.7469243, -121.4363062 37.7468896, -121.4362674 37.7468896, -121.4362674 37.7468103, -121.4363246 37.7468103, -121.4363246 37.7467263, -121.436307 37.7467263, -121.436307 37.7466832, -121.436184 37.7466832, -121.436184 37.746579, -121.4363781 37.746579, -121.4363781 37.7465497, -121.4364003 37.7465497, -121.4364003 37.7465789, -121.4364636 37.7465789, -121.4364636 37.7468207, -121.4365751 37.7468207, -121.4365751 37.746891))",,"[8907934494, 8907934495, 8907934496, 8907934497, 8907934498, 8907934499, 8907934500, 8907934501, 8907934502, 8907934503, 8907934504, 8907934505, 8907934506, 8907934507, 8907934508, 8907934509, 8907934510, 8907934511, 8907934512, 8907934513, 8907934494]",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997479,,,"POLYGON ((-121.4348575 37.7471023, -121.4344487 37.7471031, -121.434449 37.7472077, -121.4344371 37.7472077, -121.4344378 37.7474758, -121.4345707 37.7474756, -121.4345701 37.7472149, -121.4347366 37.7472147, -121.4347375 37.7475671, -121.4346375 37.7475673, -121.4346378 37.7476771, -121.434748 37.7476769, -121.4347479 37.7476662, -121.4348793 37.7476659, -121.4348779 37.7472062, -121.4348578 37.7472062, -121.4348575 37.7471023))",,"[8907934514, 8907934515, 10284363390, 10284363389, 8907936920, 8907936921, 8907936922, 8907936923, 8907936924, 8907936925, 8907936928, 10284363386, 10284363385, 8907936929, 10284363387, 10284363388, 8907934514]",,,,,,,,,apartments,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997481,,,"POLYGON ((-121.434393 37.747393, -121.434393 37.747308, -121.434261 37.747308, -121.434261 37.747393, -121.434393 37.747393))",,"[8907936936, 8907936937, 8907936938, 8907936939, 8907936936]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997482,,,"POLYGON ((-121.434216 37.747395, -121.434216 37.747312, -121.434098 37.747312, -121.434098 37.747395, -121.434216 37.747395))",,"[8907936940, 8907936941, 8907936942, 8907936943, 8907936940]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997483,,,"POLYGON ((-121.433926 37.747393, -121.434049 37.747393, -121.434049 37.747315, -121.433926 37.747315, -121.433926 37.747393))",,"[8907936944, 8907936945, 8907936946, 8907936947, 8907936944]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997484,,,"POLYGON ((-121.433255 37.747323, -121.433494 37.747323, -121.433494 37.747442, -121.43389 37.747441, -121.433889 37.747211, -121.433255 37.747212, -121.433255 37.747323))",,"[8907936948, 8907936949, 8907936950, 8907936951, 8907936952, 8907936953, 8907936948]",,,,,,,,,apartments,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997486,,,"POLYGON ((-121.43426 37.747695, -121.434405 37.747693, -121.434403 37.74757, -121.434298 37.747571, -121.434297 37.747503, -121.434257 37.747504, -121.43426 37.747695))",,"[8907936958, 8907936959, 8907936960, 8907936961, 8907936962, 8907936963, 8907936958]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997487,,,"POLYGON ((-121.434205 37.747569, -121.4341 37.747569, -121.4341 37.747684, -121.434205 37.747684, -121.434205 37.747569))",,"[8907936964, 8907936965, 8907936966, 8907936967, 8907936964]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997488,,,"POLYGON ((-121.433937 37.747659, -121.434059 37.74766, -121.43406 37.747579, -121.433938 37.747578, -121.433937 37.747659))",,"[8907936968, 8907936969, 8907936970, 8907936971, 8907936968]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997489,,,"POLYGON ((-121.43391 37.747531, -121.433993 37.747531, -121.433993 37.747455, -121.43391 37.747455, -121.43391 37.747531))",,"[8907936972, 8907936973, 8907936974, 8907936975, 8907936972]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997490,,,"POLYGON ((-121.433891 37.747692, -121.433891 37.747586, -121.433827 37.747586, -121.433827 37.747546, -121.433762 37.747546, -121.433762 37.747692, -121.433891 37.747692))",,"[8907936976, 8907936977, 8907936978, 8907936979, 8907936980, 8907936981, 8907936976]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997491,,,"POLYGON ((-121.433727 37.747461, -121.433727 37.747529, -121.433813 37.747529, -121.433813 37.747461, -121.433727 37.747461))",,"[8907936982, 8907936983, 8907936984, 8907936985, 8907936982]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997492,,,"POLYGON ((-121.434685 37.748161, -121.434849 37.748161, -121.434849 37.747908, -121.434685 37.747908, -121.434685 37.748161))",,"[8907936986, 8907936987, 8907936988, 8907936989, 8907936986]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997493,,,"POLYGON ((-121.442439 37.743998, -121.442243 37.743998, -121.442243 37.744072, -121.442305 37.744072, -121.442305 37.744135, -121.442439 37.744135, -121.442439 37.743998))",,"[8907936990, 8907936991, 8907936992, 8907936993, 8907936994, 8907936995, 8907936990]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997494,,,"POLYGON ((-121.442069 37.743993, -121.441951 37.743993, -121.441951 37.744067, -121.441873 37.744067, -121.441873 37.744133, -121.441991 37.744133, -121.441991 37.744125, -121.442069 37.744125, -121.442069 37.743993))",,"[8907936996, 8907936997, 8907936998, 8907936999, 8907937000, 8907937001, 8907937002, 8907937003, 8907936996]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997495,,,"POLYGON ((-121.442088 37.743826, -121.441876 37.743828, -121.441877 37.743895, -121.441983 37.743894, -121.441984 37.743973, -121.44209 37.743972, -121.442088 37.743826))",,"[8907937004, 8907937005, 8907937006, 8907937007, 8907937008, 8907937009, 8907937004]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997496,,,"POLYGON ((-121.442076 37.74376, -121.442075 37.743666, -121.44188 37.743667, -121.44188 37.743797, -121.442017 37.743797, -121.442017 37.743761, -121.442076 37.74376))",,"[8907937010, 8907937011, 8907937012, 8907937013, 8907937014, 8907937015, 8907937010]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997497,,,"POLYGON ((-121.44206 37.743496, -121.441939 37.7435, -121.441943 37.743566, -121.441876 37.743568, -121.441879 37.743636, -121.442067 37.74363, -121.44206 37.743496))",,"[8907937016, 8907937017, 8907937018, 8907937019, 8907937020, 8907937021, 8907937016]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997498,,,"POLYGON ((-121.44234 37.743898, -121.442423 37.743898, -121.442423 37.743824, -121.442235 37.743824, -121.442235 37.74397, -121.44234 37.74397, -121.44234 37.743898))",,"[8907937022, 8907937023, 8907937024, 8907937025, 8907937026, 8907937027, 8907937022]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997499,,,"POLYGON ((-121.442359 37.743661, -121.442183 37.74366, -121.442182 37.74374, -121.44224 37.74374, -121.44224 37.743799, -121.44243 37.7438, -121.442431 37.743737, -121.442358 37.743736, -121.442359 37.743661))",,"[8907937028, 8907937029, 8907937030, 8907937031, 8907937032, 8907937033, 8907937034, 8907937035, 8907937028]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997500,,,"POLYGON ((-121.442437 37.743579, -121.44237 37.743575, -121.442377 37.743505, -121.442185 37.743494, -121.442173 37.743625, -121.442431 37.74364, -121.442437 37.743579))",,"[8907937036, 8907937037, 8907937038, 8907937039, 8907937040, 8907937041, 8907937036]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997501,,,"POLYGON ((-121.442229 37.743329, -121.44223 37.743413, -121.442189 37.743413, -121.44219 37.743463, -121.442348 37.743461, -121.442347 37.743389, -121.442421 37.743389, -121.44242 37.743327, -121.442229 37.743329))",,"[8907937042, 8907937043, 8907937044, 8907937045, 8907937046, 8907937047, 8907937048, 8907937049, 8907937042]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962997502,,,"POLYGON ((-121.442394 37.74324, -121.442354 37.743175, -121.442393 37.74316, -121.442356 37.743098, -121.442228 37.743147, -121.442262 37.743202, -121.442188 37.74323, -121.442231 37.743302, -121.442394 37.74324))",,"[8907937050, 8907937051, 8907937052, 8907937053, 8907937054, 8907937055, 8907937056, 8907937057, 8907937050]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
